51     //zucchini
7000   //condor score
700    //vegetable unit score
400    //ice unit score
800    //nitpicker unit score
40     //brick unit score
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,29,29,29,29,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,29,0,0,0,0,0,0
0,0,0,0,0,0,40,0,0,45,45,45,46,0,0,0,0,47,45,0,46,0,47,40,0,0,0,0,0,0,0,0
0,0,0,0,0,0,39,0,0,0,47,47,47,45,0,0,0,0,0,0,45,0,0,39,0,0,0,0,0,0,0,0
0,0,0,0,0,0,40,0,0,0,0,0,47,45,0,46,45,45,45,46,45,45,0,40,0,0,0,0,0,0,0,0
0,0,0,0,0,39,0,0,47,0,45,46,45,45,0,0,45,46,45,45,45,45,0,0,39,0,0,0,0,0,0,0
0,0,0,0,0,40,0,0,0,47,47,47,45,0,29,29,29,29,0,0,0,0,47,47,40,0,0,0,0,0,0,0
0,0,0,0,0,39,0,0,47,45,0,46,0,0,0,0,0,0,47,47,47,45,0,46,39,0,0,0,0,0,0,0
0,0,0,0,0,40,0,0,47,47,47,0,0,47,47,47,45,0,0,0,0,46,46,0,40,0,0,0,0,0,0,0
0,0,0,0,0,39,0,0,0,0,0,0,29,29,29,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
0,0,0,0,0,40,0,0,45,46,45,45,45,45,0,0,0,0,45,45,46,45,0,0,40,0,0,0,0,0,0,0
0,0,0,0,0,39,0,0,46,0,0,46,47,47,0,46,0,0,0,29,29,29,0,0,39,0,0,0,0,0,0,0
0,0,0,0,40,0,0,45,47,47,47,45,0,0,0,0,0,0,45,45,45,0,46,46,45,40,0,0,0,0,0,0
0,0,0,0,39,0,0,46,47,47,0,46,0,46,47,47,0,46,0,0,0,46,47,0,0,39,0,0,0,0,0,0
0,0,0,0,40,0,0,0,29,29,29,0,0,0,0,0,45,45,46,45,0,0,47,47,47,40,0,0,0,0,0,0
0,0,0,0,39,0,0,0,45,45,46,45,0,0,0,0,29,29,29,29,0,46,46,0,0,39,0,0,0,0,0,0
0,0,0,0,40,0,0,0,45,45,0,45,45,0,0,0,47,45,0,46,0,0,47,47,0,40,0,0,0,0,0,0
0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,47,45,0,46,0,0,46,0,0,0,39,0,0,0,0,0,0
0,0,0,0,40,0,0,0,45,45,46,45,47,47,47,45,0,0,0,0,45,47,47,0,0,40,0,0,0,0,0,0
0,0,0,39,0,0,0,0,0,0,0,45,46,45,45,0,0,0,47,47,47,0,0,0,0,0,39,0,0,0,0,0
37,0,0,40,0,0,0,45,45,46,45,0,47,45,0,46,0,0,0,47,46,46,0,0,0,45,40,0,0,0,0,0
0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,0,0,0,0,0
0,0,0,40,0,0,0,0,47,46,46,0,0,0,47,47,47,45,0,0,0,46,46,46,0,0,40,0,0,0,0,0
0,0,0,39,0,0,45,0,0,0,47,47,48,0,46,45,46,46,0,0,45,47,47,0,45,0,39,0,0,0,0,0
0,0,0,40,0,0,0,45,45,46,45,0,45,0,0,0,0,0,45,45,46,45,0,0,0,0,40,0,0,0,0,0
0,0,0,39,0,0,0,0,45,0,46,0,29,29,29,29,29,29,0,0,0,0,47,47,0,45,39,0,0,0,0,0
0,0,40,0,0,0,0,0,0,0,0,0,47,45,0,46,0,0,0,0,0,29,29,29,0,0,0,40,0,0,0,0
0,0,39,0,0,0,0,47,47,47,45,0,0,45,0,0,0,47,47,0,0,0,45,46,45,45,0,39,0,0,0,0
0,0,40,0,0,45,46,45,45,0,0,0,0,0,0,0,45,45,46,45,0,0,45,45,0,0,0,40,0,0,0,0
0,0,39,0,0,0,0,0,47,47,0,46,46,0,0,47,46,46,0,47,48,0,46,46,0,0,0,39,0,0,0,0
0,0,40,0,0,29,29,29,29,29,29,29,0,45,46,45,45,46,45,45,47,0,45,46,45,45,0,40,0,0,0,0
0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,0,0,0,0,0,39,0,0,0,0
0,0,40,0,0,0,46,47,47,0,46,0,0,0,0,0,45,0,0,0,47,47,0,0,0,0,0,40,0,0,0,0
0,39,0,0,0,0,0,0,47,47,0,46,46,0,0,0,0,47,47,47,45,0,0,45,46,45,45,0,39,0,0,0
0,40,0,0,0,0,0,0,0,0,44,0,0,0,0,47,46,46,0,0,0,45,45,46,45,0,0,0,40,0,0,0
0,39,0,0,0,0,0,0,0,47,47,0,46,0,0,0,0,45,46,45,45,46,45,45,0,0,46,0,39,0,0,0
37,40,0,0,0,47,47,47,45,0,0,0,0,0,0,0,47,47,0,46,0,0,0,45,45,46,45,0,40,0,0,0
0,39,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,46,46,0,45,0,0,0,47,47,0,0,39,0,0,0
0,40,0,0,46,47,47,0,46,0,0,0,47,47,0,46,46,0,0,45,45,46,45,0,0,0,0,0,40,0,0,0
0,39,0,0,0,0,0,47,46,46,0,0,45,45,46,45,0,0,47,47,47,45,0,0,0,0,0,0,39,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,47,47,0,46,0,0,0,0,0,47,46,46,48,0,0,0,0,40,0,0
39,0,0,0,47,46,46,0,0,0,0,0,45,0,0,0,47,47,0,47,47,0,46,0,0,0,0,0,0,39,0,0
40,0,0,0,0,0,29,29,29,29,0,0,0,29,29,29,29,29,29,0,0,0,29,29,29,29,0,0,0,40,0,0
39,0,0,0,0,47,0,46,45,0,0,0,47,47,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
40,0,0,45,46,0,47,46,47,47,0,46,45,45,46,45,45,46,0,47,0,0,47,46,46,0,45,45,0,40,0,0
39,0,0,0,45,0,46,45,0,47,47,47,45,0,46,0,0,46,45,45,0,45,47,47,0,46,46,0,47,39,0,0
29,29,29,29,29,29,29,45,46,29,29,29,29,29,29,0,46,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,29,29,29,29,29,29
17,0,0,0,0,0,7,0,0,7,4,4,4,4,7,0,0,7,4,7,0,0,0,7,4,4,18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,29,29,29,29,29,29
17,0,0,0,0,0,4,4,4,4,0,7,4,4,7,0,0,7,4,4,4,4,4,7,0,0,18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,29,29,29,29,29,29
15,0,0,0,0,0,4,4,4,4,4,4,4,4,7,0,0,7,4,4,4,4,4,4,4,7,0,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28
15,0,0,0,0,6,0,6,3,3,3,3,3,3,6,0,0,6,3,3,3,3,6,0,6,3,3,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28
15,0,0,0,0,3,6,0,0,6,3,6,0,6,3,3,3,6,0,0,0,6,3,3,3,3,3,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
